,initials,line,condition,replicate,sex,individual,Mutant
3177,MP,Z159,F100,1,M,17,0
3178,MP,Z159,F100,2,F,1,0
3179,MP,Z159,F100,2,F,2,0
3180,MP,Z159,F100,2,F,3,0
3181,MP,Z159,F100,2,F,4,0
3182,MP,Z159,F100,2,F,5,0
3183,MP,Z159,F100,2,F,6,0
3184,MP,Z159,F100,2,F,7,0
3185,MP,Z159,F100,2,F,8,0
3186,MP,Z159,F100,2,F,9,0
3187,MP,Z159,F100,2,F,10,0
3188,MP,Z159,F100,2,F,11,0
3189,MP,Z159,F100,2,F,12,0
3190,MP,Z159,F100,2,F,13,0
3191,MP,Z159,F100,2,F,14,0
3192,MP,Z159,F100,2,F,15,0
3193,MP,Z159,F100,2,F,16,0
3194,MP,Z159,F100,2,F,17,0
3195,MP,Z159,F100,2,F,18,0
3196,MP,Z159,F100,2,F,19,0
3197,MP,Z159,F100,2,M,1,0
3198,MP,Z159,F100,2,M,2,0
3199,MP,Z159,F100,2,M,3,0
3200,MP,Z159,F100,2,M,4,0
3201,MP,Z159,F100,2,M,5,0
3202,MP,Z159,F100,2,M,6,0
3203,MP,Z159,F100,2,M,7,0
3204,MP,Z159,F100,2,M,8,0
3205,MP,Z159,F100,2,M,9,0
3206,MP,Z159,F100,2,M,10,0
3207,MP,Z159,F100,2,M,11,0
3208,MP,Z159,F100,2,M,12,0
3209,MP,Z159,F100,2,M,13,0
3210,MP,Z159,F100,2,M,14,0
3211,MP,Z159,F15,1,F,1,1
3212,MP,Z159,F15,1,F,2,0
3213,MP,Z159,F15,1,F,3,0
3214,MP,Z159,F15,1,F,4,0
3215,MP,Z159,F15,1,M,1,0
3216,MP,Z159,F15,1,M,2,0
3217,MP,Z159,F15,1,M,3,0
3218,MP,Z159,F15,1,M,4,0
3219,MP,Z159,F15,2,F,1,0
3220,MP,Z159,F15,2,F,2,0
3221,MP,Z159,F15,2,F,3,0
3222,MP,Z159,F15,2,F,4,0
3223,MP,Z159,F15,2,F,5,0
3224,MP,Z159,F15,2,F,6,0
3225,MP,Z159,F15,2,F,7,0
3226,MP,Z159,F15,2,F,8,0
3227,MP,Z159,F15,2,M,1,0
3228,MP,Z159,F15,2,M,2,0
3229,MP,Z159,F15,2,M,3,0
3230,MP,Z159,F15,2,M,4,0
3231,MP,Z159,F15,2,M,5,0
3232,MP,Z159,F15,2,M,6,0
3233,MP,Z159,F15,2,M,7,0
3234,MP,Z159,F15,2,M,8,0
3235,MP,Z159,F15,2,M,9,0
3236,MP,Z159,F15,2,M,10,0
3237,MP,Z159,F15,2,M,11,0
3238,MP,Z159,F15,2,M,12,0
3239,MP,Z159,F15,2,M,13,0
3240,MP,Z159,F15,2,M,14,0
3241,MP,Z159,F15,3,F,1,0
3242,MP,Z159,F15,3,F,2,0
3243,MP,Z159,F15,3,F,3,0
3244,MP,Z159,F15,3,F,4,0
3245,MP,Z159,F15,3,F,5,0
3246,MP,Z159,F15,3,F,6,0
3247,MP,Z159,F15,3,F,7,0
3248,MP,Z159,F15,3,F,8,0
3249,MP,Z159,F15,3,F,9,0
3250,MP,Z159,F15,3,M,1,0
3251,MP,Z159,F15,3,M,2,0
3252,MP,Z159,F15,3,M,3,0
3253,MP,Z159,F15,3,M,4,0
3254,MP,Z159,F15,3,M,5,0
3255,MP,Z159,F15,5,F,1,0
3256,MP,Z159,F15,5,F,2,0
3257,MP,Z159,F15,5,F,3,0
3258,MP,Z159,F15,5,F,4,0
3259,MP,Z159,F15,5,M,1,0
3260,MP,Z159,F15,5,M,2,0
3261,MP,Z159,F15,5,M,3,0
3262,MP,Z159,F15,5,M,4,0
3263,MP,Z159,F15,6,F,1,0
3264,MP,Z159,F15,6,F,2,0
3265,MP,Z159,F15,6,F,3,0
3266,MP,Z159,F15,6,F,4,0
3267,MP,Z159,F15,6,F,5,0
3268,MP,Z159,F15,6,F,6,0
3269,MP,Z159,F15,6,F,7,0
3270,MP,Z159,F15,6,F,8,0
3271,MP,Z159,F15,6,F,9,0
3272,MP,Z159,F15,6,F,10,0
3273,MP,Z159,F15,6,F,11,0
3274,MP,Z159,F15,6,F,12,0
3275,MP,Z159,F15,6,F,13,0
3276,MP,Z159,F15,6,F,14,0
3277,MP,Z159,F15,6,F,15,0
3278,MP,Z159,F15,6,F,16,0
3279,MP,Z159,F15,6,F,17,0
3280,MP,Z159,T18,1,F,1,0
3281,MP,Z159,T18,1,F,2,0
3282,MP,Z159,T18,1,F,3,0
3283,MP,Z159,T18,1,F,4,0
3284,MP,Z159,T18,1,F,5,0
3285,MP,Z159,T18,1,F,6,0
3286,MP,Z159,T18,1,F,7,0
3287,MP,Z159,T18,1,F,8,0
3288,MP,Z159,T18,1,F,9,0
3289,MP,Z159,T18,1,F,10,0
3290,MP,Z159,T18,1,F,11,0
3291,MP,Z159,T18,1,F,12,0
3292,MP,Z159,T18,1,F,13,0
3293,MP,Z159,T18,1,F,14,0
3294,MP,Z159,T18,1,F,15,0
3295,MP,Z159,T18,1,F,16,0
3296,MP,Z159,T18,1,F,17,0
3297,MP,Z159,T18,1,F,18,0
3298,MP,Z159,T18,1,F,19,0
3299,MP,Z159,T18,1,M,1,0
3300,MP,Z159,T18,1,M,2,0
3301,MP,Z159,T18,1,M,3,0
3302,MP,Z159,T18,1,M,4,0
3303,MP,Z159,T18,1,M,5,0
3304,MP,Z159,T18,1,M,6,0
3305,MP,Z159,T18,1,M,7,0
3306,MP,Z159,T18,1,M,8,0
3307,MP,Z159,T18,1,M,9,0
3308,MP,Z159,T18,1,M,10,0
3309,MP,Z159,T18,1,M,11,0
3310,MP,Z159,T18,1,M,12,0
3311,MP,Z159,T18,1,M,13,0
3312,MP,Z159,T18,1,M,14,0
3313,MP,Z159,T18,1,M,15,0
3314,MP,Z159,T18,1,M,16,0
3315,MP,Z159,T18,1,M,17,0
3316,MP,Z159,T18,1,M,18,0
3317,MP,Z159,T18,2,F,1,0
3318,MP,Z159,T18,2,F,2,0
3319,MP,Z159,T18,2,F,3,0
3320,MP,Z159,T18,2,F,4,0
3321,MP,Z159,T18,2,F,5,0
3322,MP,Z159,T18,2,F,6,0
3323,MP,Z159,T18,2,F,7,0
3324,MP,Z159,T18,2,F,8,0
3325,MP,Z159,T18,2,F,9,0
3326,MP,Z159,T18,2,F,10,0
3327,MP,Z159,T18,2,F,11,0
3328,MP,Z159,T18,2,F,12,0
3329,MP,Z159,T18,2,F,13,0
3330,MP,Z159,T18,2,M,1,0
3331,MP,Z159,T18,2,M,2,0
3332,MP,Z159,T18,2,M,3,0
3333,MP,Z159,T18,2,M,4,0
3334,MP,Z159,T18,2,M,5,0
3335,MP,Z159,T18,2,M,6,0
3336,MP,Z159,T18,2,M,7,0
3337,MP,Z159,T18,2,M,8,0
3338,MP,Z159,T18,2,M,9,0
3339,MP,Z159,T18,2,M,10,0
3340,MP,Z159,T18,2,M,11,1
3341,MP,Z159,T18,2,M,12,0
3342,MP,Z159,T18,2,M,13,0
3343,MP,Z159,T18,3,F,1,0
3344,MP,Z159,T18,3,F,2,0
3345,MP,Z159,T18,3,F,3,1
3346,MP,Z159,T18,3,F,4,0
3347,MP,Z159,T18,3,F,5,0
3348,MP,Z159,T18,3,F,6,0
3349,MP,Z159,T18,3,F,7,0
3350,MP,Z159,T18,3,F,8,0
3351,MP,Z159,T18,3,F,9,0
3352,MP,Z159,T18,3,F,10,0
3353,MP,Z159,T18,3,M,1,0
3354,MP,Z159,T18,3,M,2,0
3355,MP,Z159,T18,3,M,3,0
3356,MP,Z159,T18,3,M,4,0
3357,MP,Z159,T18,3,M,5,0
3358,MP,Z159,T18,3,M,6,0
3359,MP,Z159,T18,3,M,7,0
3360,MP,Z159,T18,3,M,8,0
3361,MP,Z159,T24,1,F,1,0
3362,MP,Z159,T24,1,F,2,0
3363,MP,Z159,T24,1,F,3,0
3364,MP,Z159,T24,1,F,4,0
3365,MP,Z159,T24,1,F,5,0
3366,MP,Z159,T24,1,F,6,0
3367,MP,Z159,T24,1,F,7,0
3368,MP,Z159,T24,1,F,8,0
3369,MP,Z159,T24,1,F,9,0
3370,MP,Z159,T24,1,F,10,0
3371,MP,Z159,T24,1,F,11,0
3372,MP,Z159,T24,1,F,12,0
3373,MP,Z159,T24,1,F,13,0
3374,MP,Z159,T24,1,F,14,0
3375,MP,Z159,T24,1,F,15,0
3376,MP,Z159,T24,1,F,16,0
3377,MP,Z159,T24,1,M,1,0
3378,MP,Z159,T24,1,M,2,0
3379,MP,Z159,T24,1,M,3,0
3380,MP,Z159,T24,1,M,4,0
3381,MP,Z159,T24,1,M,5,0
3382,MP,Z159,T24,1,M,6,0
3383,MP,Z159,T24,1,M,7,0
3384,MP,Z159,T24,1,M,8,0
3385,MP,Z159,T24,1,M,9,0
3386,MP,Z159,T24,1,M,10,0
3387,MP,Z159,T24,1,M,11,0
3388,MP,Z159,T24,1,M,12,0
3389,MP,Z159,T24,2,F,1,0
3390,MP,Z159,T24,2,F,2,0
3391,MP,Z159,T24,2,F,3,0
3392,MP,Z159,T24,2,F,4,0
3393,MP,Z159,T24,2,F,5,0
3394,MP,Z159,T24,2,F,6,0
3395,MP,Z159,T24,2,F,7,0
3396,MP,Z159,T24,2,F,8,0
3397,MP,Z159,T24,2,F,9,0
3398,MP,Z159,T24,2,F,10,0
3399,MP,Z159,T24,2,F,11,0
3400,MP,Z159,T24,2,F,12,0
3401,MP,Z159,T24,2,M,1,0
3402,MP,Z159,T24,2,M,2,0
3403,MP,Z159,T24,2,M,3,0
3404,MP,Z159,T24,2,M,4,0
3405,MP,Z159,T24,2,M,5,0
3406,MP,Z159,T24,2,M,6,0
3407,MP,Z159,T24,2,M,7,0
3408,MP,Z159,T24,2,M,8,0
3409,MP,Z159,T24,2,M,9,0
3410,MP,Z159,T24,2,M,10,0
3411,MP,Z159,T24,2,M,11,0
3412,MP,Z159,T24,2,M,12,0
3413,MP,Z159,T24,2,M,13,0
3414,MP,Z159,T24,2,M,14,0
3415,MP,Z159,T24,3,F,1,0
3416,MP,Z159,T24,3,F,2,0
3417,MP,Z159,T24,3,F,3,0
3418,MP,Z159,T24,3,F,4,0
3419,MP,Z159,T24,3,F,5,0
3420,MP,Z159,T24,3,F,6,0
3421,MP,Z159,T24,3,F,7,0
3422,MP,Z159,T24,3,F,8,0
3423,MP,Z159,T24,3,F,9,0
3424,MP,Z159,T24,3,F,10,0
3425,MP,Z159,T24,3,F,11,0
3426,MP,Z159,T24,3,F,12,0
3427,MP,Z159,T24,3,F,13,0
3428,MP,Z159,T24,3,F,14,0
3429,MP,Z159,T24,3,F,15,0
3430,MP,Z159,T24,3,M,1,0
3431,MP,Z159,T24,3,M,2,0
3432,MP,Z159,T24,3,M,3,0
3433,MP,Z159,T24,3,M,4,0
3434,MP,Z159,T24,3,M,5,0
3435,MP,Z159,T24,3,M,6,0
3436,MP,Z159,T28,1,F,1,0
3437,MP,Z159,T28,1,F,2,0
3438,MP,Z159,T28,1,F,3,0
3439,MP,Z159,T28,1,F,4,0
3440,MP,Z159,T28,1,F,5,1
3441,MP,Z159,T28,1,F,6,0
3442,MP,Z159,T28,1,F,7,0
3443,MP,Z159,T28,1,F,8,0
3444,MP,Z159,T28,1,F,9,0
3445,MP,Z159,T28,1,F,10,0
3446,MP,Z159,T28,1,F,11,0
3447,MP,Z159,T28,1,M,1,0
3448,MP,Z159,T28,1,M,2,0
3449,MP,Z159,T28,1,M,3,0
3450,MP,Z159,T28,1,M,4,0
3451,MP,Z159,T28,1,M,5,0
3452,MP,Z159,T28,1,M,6,0
3453,MP,Z159,T28,1,M,7,0
3454,MP,Z159,T28,1,M,8,0
3455,MP,Z159,T28,1,M,9,0
3456,MP,Z159,T28,1,M,10,0
3457,MP,Z159,T28,2,F,1,0
3458,MP,Z159,T28,2,F,2,0
3459,MP,Z159,T28,2,F,3,0
3460,MP,Z159,T28,2,F,4,0
3461,MP,Z159,T28,2,F,5,0
3462,MP,Z159,T28,2,F,6,1
3463,MP,Z159,T28,2,F,7,0
3464,MP,Z159,T28,2,F,8,1
3465,MP,Z159,T28,2,F,9,0
3466,MP,Z159,T28,2,F,10,0
3467,MP,Z159,T28,2,F,11,0
3468,MP,Z159,T28,2,F,12,0
3469,MP,Z159,T28,2,F,13,0
3470,MP,Z159,T28,2,F,14,1
3471,MP,Z159,T28,2,F,15,0
3472,MP,Z159,T28,2,F,16,0
3473,MP,Z159,T28,2,F,17,0
3474,MP,Z159,T28,2,F,18,0
3475,MP,Z159,T28,2,F,19,0
3476,MP,Z159,T28,2,M,1,0
3477,MP,Z159,T28,2,M,2,0
3478,MP,Z159,T28,2,M,3,0
3479,MP,Z159,T28,2,M,4,0
3480,MP,Z159,T28,2,M,5,0
3481,MP,Z159,T28,2,M,6,0
3482,MP,Z159,T28,2,M,7,0
3483,MP,Z159,T28,2,M,8,0
3484,MP,Z159,T28,2,M,9,0
3485,MP,Z159,T28,2,M,10,0
3486,MP,Z159,T28,2,M,11,0
3487,MP,Z159,T28,2,M,12,0
3488,MP,Z159,T28,3,F,1,0
3489,MP,Z159,T28,3,F,2,0
3490,MP,Z159,T28,3,F,3,0
3491,MP,Z159,T28,3,F,4,0
3492,MP,Z159,T28,3,F,5,0
3493,MP,Z159,T28,3,F,6,0
3494,MP,Z159,T28,3,F,7,0
3495,MP,Z159,T28,3,F,8,0
3496,MP,Z159,T28,3,F,9,0
3497,MP,Z159,T28,3,F,10,0
3498,MP,Z159,T28,3,F,11,0
3499,MP,Z159,T28,3,F,12,0
3500,MP,Z159,T28,3,F,13,0
3501,MP,Z159,T28,3,F,14,0
3502,MP,Z159,T28,3,F,15,0
3503,MP,Z159,T28,3,M,1,0
3504,MP,Z159,T28,3,M,2,0
3505,MP,Z159,T28,3,M,3,0
3506,MP,Z159,T28,3,M,4,0
3507,MP,Z159,T28,3,M,5,0
3508,MP,Z159,T28,3,M,6,0
3509,MP,Z159,T28,3,M,7,0
3510,MP,Z159,T28,3,M,8,0
3511,MP,Z159,T28,3,M,9,0
3512,MP,Z159,T28,3,M,10,0
3513,MP,Z160,F15,1,F,1,0
3514,MP,Z160,F15,1,F,2,0
3515,MP,Z160,F15,1,F,3,0
3516,MP,Z160,F15,1,F,4,0
3517,MP,Z160,F15,1,F,5,0
3518,MP,Z160,F15,1,F,6,0
3519,MP,Z160,F15,1,F,7,0
3520,MP,Z160,F15,1,M,1,0
3521,MP,Z160,F15,1,M,2,0
3522,MP,Z160,F15,1,M,3,0
3523,MP,Z160,F15,1,M,4,0
3524,MP,Z160,F15,1,M,5,0
3525,MP,Z160,F15,1,M,6,0
3526,MP,Z160,F15,2,F,1,0
3527,MP,Z160,F15,2,F,2,0
3528,MP,Z160,F15,2,F,3,0
3529,MP,Z160,F15,2,F,4,0
3530,MP,Z160,F15,2,F,5,0
3531,MP,Z160,F15,2,F,6,0
3532,MP,Z160,F15,2,F,7,0
3533,MP,Z160,F15,2,M,1,0
3534,MP,Z160,F15,2,M,2,0
3535,MP,Z160,F15,2,M,3,0
3536,MP,Z160,F15,2,M,4,0
3537,MP,Z160,F15,2,M,5,0
3538,MP,Z160,F15,3,F,1,0
3539,MP,Z160,F15,3,F,2,0
3540,MP,Z160,F15,3,M,1,0
3541,MP,Z160,F15,4,F,1,0
3542,MP,Z160,F15,4,F,2,0
3543,MP,Z160,F15,4,F,3,0
3544,MP,Z160,F15,4,F,4,0
3545,MP,Z160,F15,4,F,5,0
3546,MP,Z160,F15,4,F,6,0
3547,MP,Z160,F15,4,F,7,0
3548,MP,Z160,F15,4,F,8,0
3549,MP,Z160,F15,5,F,1,0
3550,MP,Z160,F15,5,F,2,0
3551,MP,Z160,F15,5,F,3,0
3552,MP,Z160,F15,5,F,4,0
3553,MP,Z160,F15,5,F,5,0
3554,MP,Z160,F15,5,F,6,0
3555,MP,Z160,F15,5,F,7,0
3556,MP,Z160,F15,5,M,1,0
3557,MP,Z160,F15,6,F,1,0
3558,MP,Z160,F15,6,F,2,0
3559,MP,Z160,F15,6,F,3,0
3560,MP,Z160,F15,6,M,1,0
3561,MP,Z160,T18,1,F,1,0
3562,MP,Z160,T18,1,F,2,0
3563,MP,Z160,T18,1,F,3,0
3564,MP,Z160,T18,1,F,4,1
3565,MP,Z160,T18,1,F,5,0
3566,MP,Z160,T18,1,F,6,0
3567,MP,Z160,T18,1,F,7,0
3568,MP,Z160,T18,1,F,8,0
3569,MP,Z160,T18,1,F,9,0
3570,MP,Z160,T18,1,F,10,0
3571,MP,Z160,T18,1,F,11,0
3572,MP,Z160,T18,1,M,1,0
3573,MP,Z160,T18,1,M,2,0
3574,MP,Z160,T18,1,M,3,0
3575,MP,Z160,T18,1,M,4,0
3576,MP,Z160,T18,2,F,1,0
3577,MP,Z160,T18,2,F,2,0
3578,MP,Z160,T18,2,F,3,0
3579,MP,Z160,T18,2,F,4,0
3580,MP,Z160,T18,2,F,5,0
3581,MP,Z160,T18,2,F,6,0
3582,MP,Z160,T18,2,F,7,0
3583,MP,Z160,T18,2,F,8,0
3584,MP,Z160,T18,2,F,9,0
3585,MP,Z160,T18,2,F,10,0
3586,MP,Z160,T18,2,F,11,0
3587,MP,Z160,T18,2,F,12,0
3588,MP,Z160,T18,2,F,13,0
3589,MP,Z160,T18,2,F,14,0
3590,MP,Z160,T18,2,F,15,0
3591,MP,Z160,T18,2,M,1,0
3592,MP,Z160,T18,2,M,2,0
3593,MP,Z160,T18,2,M,3,0
3594,MP,Z160,T18,2,M,4,0
3595,MP,Z160,T18,2,M,5,0
3596,MP,Z160,T18,2,M,6,0
3597,MP,Z160,T18,2,M,7,0
3598,MP,Z160,T18,2,M,8,0
3599,MP,Z160,T18,2,M,9,0
3600,MP,Z160,T18,2,M,10,0
3601,MP,Z160,T18,2,M,11,0
3602,MP,Z160,T18,2,M,12,0
3603,MP,Z160,T18,3,F,1,0
3604,MP,Z160,T18,3,F,2,0
3605,MP,Z160,T18,3,F,3,0
3606,MP,Z160,T18,3,F,4,0
3607,MP,Z160,T18,3,F,5,0
3608,MP,Z160,T18,3,F,6,0
3609,MP,Z160,T18,3,F,7,0
3610,MP,Z160,T18,3,M,1,0
3611,MP,Z160,T18,3,M,2,0
3612,MP,Z160,T18,3,M,3,0
3613,MP,Z160,T18,3,M,4,0
3614,MP,Z160,T18,3,M,5,0
3615,MP,Z160,T18,3,M,6,0
3616,MP,Z160,T18,3,M,7,0
3617,MP,Z160,T18,3,M,8,0
3618,MP,Z160,T18,3,M,9,0
3619,MP,Z160,T24,1,F,1,0
3620,MP,Z160,T24,1,F,2,0
3621,MP,Z160,T24,1,F,3,0
3622,MP,Z160,T24,1,F,4,0
3623,MP,Z160,T24,1,F,5,0
3624,MP,Z160,T24,1,F,6,0
3625,MP,Z160,T24,1,F,7,0
3626,MP,Z160,T24,1,F,8,0
3627,MP,Z160,T24,1,F,9,0
3628,MP,Z160,T24,1,M,1,0
3629,MP,Z160,T24,1,M,2,0
3630,MP,Z160,T24,1,M,3,0
3631,MP,Z160,T24,1,M,4,0
3632,MP,Z160,T24,1,M,5,0
3633,MP,Z160,T24,1,M,6,0
3634,MP,Z160,T24,1,M,7,0
3635,MP,Z160,T24,2,F,1,0
3636,MP,Z160,T24,2,F,2,0
3637,MP,Z160,T24,2,F,3,0
3638,MP,Z160,T24,2,F,4,0
3639,MP,Z160,T24,2,F,5,0
3640,MP,Z160,T24,2,F,6,0
3641,MP,Z160,T24,2,F,7,0
3642,MP,Z160,T24,2,M,1,0
3643,MP,Z160,T24,2,M,2,0
3644,MP,Z160,T24,2,M,3,0
3645,MP,Z160,T24,2,M,4,0
3646,MP,Z160,T24,2,M,5,0
3647,MP,Z160,T24,2,M,6,0
3648,MP,Z160,T24,2,M,7,0
3649,MP,Z160,T24,2,M,8,0
3650,MP,Z160,T24,2,M,9,0
3651,MP,Z160,T24,3,F,1,0
3652,MP,Z160,T24,3,F,2,0
3653,MP,Z160,T24,3,F,3,0
3654,MP,Z160,T24,3,F,4,0
3655,MP,Z160,T24,3,F,5,0
3656,MP,Z160,T24,3,F,6,0
3657,MP,Z160,T24,3,F,7,0
3658,MP,Z160,T24,3,F,8,0
3659,MP,Z160,T24,3,F,9,0
3660,MP,Z160,T24,3,M,1,0
3661,MP,Z160,T24,3,M,2,0
3662,MP,Z160,T24,3,M,3,0
3663,MP,Z160,T24,3,M,4,0
3664,MP,Z160,T24,3,M,5,0
3665,MP,Z216,F100,1,F,1,0
3666,MP,Z216,F100,1,F,2,0
3667,MP,Z216,F100,1,F,3,0
3668,MP,Z216,F100,1,F,4,0
3669,MP,Z216,F100,1,F,5,0
3670,MP,Z216,F100,1,F,6,0
3671,MP,Z216,F100,1,F,7,0
3672,MP,Z216,F100,1,F,8,0
3673,MP,Z216,F100,1,F,9,0
3674,MP,Z216,F100,1,F,10,0
3675,MP,Z216,F100,1,F,11,0
3676,MP,Z216,F100,1,F,12,0
3677,MP,Z216,F100,1,F,13,0
3678,MP,Z216,F100,1,M,1,0
3679,MP,Z216,F100,1,M,2,0
3680,MP,Z216,F100,1,M,3,0
3681,MP,Z216,F100,1,M,4,0
3682,MP,Z216,F100,1,M,5,0
3683,MP,Z216,F100,1,M,6,0
3684,MP,Z216,F100,1,M,7,0
3685,MP,Z216,F100,1,M,8,0
3686,MP,Z216,F100,1,M,9,0
3687,MP,Z216,F100,1,M,10,0
3688,MP,Z216,F100,1,M,11,0
3689,MP,Z216,F100,1,M,12,0
3690,MP,Z216,F100,1,M,13,0
3691,MP,Z216,F100,1,M,14,0
3692,MP,Z216,F100,2,F,1,0
3693,MP,Z216,F100,2,F,2,0
3694,MP,Z216,F100,2,F,3,0
3695,MP,Z216,F100,2,F,4,0
3696,MP,Z216,F100,2,F,5,0
3697,MP,Z216,F100,2,F,6,0
3698,MP,Z216,F100,2,F,7,0
3699,MP,Z216,F100,2,F,8,0
3700,MP,Z216,F100,2,F,9,0
3701,MP,Z216,F100,2,F,10,0
3702,MP,Z216,F100,2,F,11,0
3703,MP,Z216,F100,2,F,12,0
3704,MP,Z216,F100,2,M,1,0
3705,MP,Z216,F100,2,M,2,0
3706,MP,Z216,F100,2,M,3,0
3707,MP,Z216,F100,2,M,4,0
3708,MP,Z216,F100,2,M,5,0
3709,MP,Z216,F100,2,M,6,0
3710,MP,Z216,F100,2,M,7,0
3711,MP,Z216,F100,2,M,8,0
3712,MP,Z216,F100,2,M,9,0
3713,MP,Z216,F100,2,M,10,0
3714,MP,Z216,F100,2,M,11,0
3715,MP,Z216,F100,2,M,12,0
3716,MP,Z216,F100,2,M,13,0
3717,MP,Z216,F100,2,M,14,0
3718,MP,Z216,F15,1,F,1,0
3719,MP,Z216,F15,1,F,2,0
3720,MP,Z216,F15,1,F,3,0
3721,MP,Z216,F15,1,F,4,0
3722,MP,Z216,F15,1,F,5,0
3723,MP,Z216,F15,1,M,1,0
3724,MP,Z216,F15,1,M,2,0
3725,MP,Z216,F15,1,M,3,0
3726,MP,Z216,F15,1,M,4,0
3727,MP,Z216,F15,2,F,1,0
3728,MP,Z216,F15,2,F,2,0
3729,MP,Z216,F15,2,F,3,0
3730,MP,Z216,F15,2,M,1,0
3731,MP,Z216,F15,2,M,2,0
3732,MP,Z216,F15,3,F,1,0
3733,MP,Z216,F15,3,M,1,0
3734,MP,Z216,F15,3,M,2,0
3735,MP,Z216,F15,3,M,3,0
3736,MP,Z216,F15,4,F,1,0
3737,MP,Z216,F15,4,F,2,0
3738,MP,Z216,F15,4,F,3,0
3739,MP,Z216,F15,4,F,4,0
3740,MP,Z216,F15,4,M,1,0
3741,MP,Z216,F15,4,M,2,0
3742,MP,Z216,F15,4,M,3,0
3743,MP,Z216,F15,5,F,1,0
3744,MP,Z216,F15,5,F,2,0
3745,MP,Z216,F15,5,F,3,0
3746,MP,Z216,F15,5,F,4,0
3747,MP,Z216,F15,5,F,5,0
3748,MP,Z216,F15,5,F,6,0
3749,MP,Z216,F15,5,F,7,0
3750,MP,Z216,F15,6,F,1,0
3751,MP,Z216,F15,6,F,2,0
3752,MP,Z216,F15,6,F,3,0
3753,MP,Z216,F15,6,F,4,0
3754,MP,Z216,F15,6,F,5,0
3755,MP,Z216,F15,6,F,6,0
3756,MP,Z216,F15,6,M,1,0
3757,MP,Z216,F15,6,M,2,0
3758,MP,Z216,T18,1,F,1,0
3759,MP,Z216,T18,1,F,2,0
3760,MP,Z216,T18,1,F,3,0
3761,MP,Z216,T18,1,F,4,0
3762,MP,Z216,T18,1,F,5,0
3763,MP,Z216,T18,1,F,6,0
3764,MP,Z216,T18,1,F,7,0
3765,MP,Z216,T18,1,F,8,0
3766,MP,Z216,T18,1,F,9,0
3767,MP,Z216,T18,1,F,10,0
3768,MP,Z216,T18,1,M,1,0
3769,MP,Z216,T18,1,M,2,0
3770,MP,Z216,T18,1,M,3,0
3771,MP,Z216,T18,1,M,4,0
3772,MP,Z216,T18,1,M,5,0
3773,MP,Z216,T18,1,M,6,0
3774,MP,Z216,T18,1,M,7,0
3775,MP,Z216,T18,1,M,8,0
3776,MP,Z216,T18,1,M,9,0
3777,MP,Z216,T18,1,M,10,0
3778,MP,Z216,T18,1,M,11,0
3779,MP,Z216,T18,1,M,12,0
3780,MP,Z216,T18,1,M,13,0
3781,MP,Z216,T18,1,M,14,0
3782,MP,Z216,T18,2,F,1,0
3783,MP,Z216,T18,2,F,2,0
3784,MP,Z216,T18,2,F,3,0
3785,MP,Z216,T18,2,F,4,0
3786,MP,Z216,T18,2,F,5,0
3787,MP,Z216,T18,2,F,6,0
3788,MP,Z216,T18,2,F,7,0
3789,MP,Z216,T18,2,F,8,0
3790,MP,Z216,T18,2,F,9,0
3791,MP,Z216,T18,2,F,10,0
3792,MP,Z216,T18,2,F,11,0
3793,MP,Z216,T18,2,F,12,0
3794,MP,Z216,T18,2,F,13,0
3795,MP,Z216,T18,2,F,14,0
3796,MP,Z216,T18,2,F,15,0
3797,MP,Z216,T18,2,F,16,0
3798,MP,Z216,T18,2,M,1,0
3799,MP,Z216,T18,2,M,2,0
3800,MP,Z216,T18,2,M,3,0
3801,MP,Z216,T18,2,M,4,0
3802,MP,Z216,T18,2,M,5,0
3803,MP,Z216,T18,2,M,6,0
3804,MP,Z216,T18,2,M,7,0
3805,MP,Z216,T18,2,M,8,0
3806,MP,Z216,T18,2,M,9,0
3807,MP,Z216,T18,3,F,1,0
3808,MP,Z216,T18,3,F,2,0
3809,MP,Z216,T18,3,F,3,0
3810,MP,Z216,T18,3,F,4,0
3811,MP,Z216,T18,3,F,5,0
3812,MP,Z216,T18,3,F,6,0
3813,MP,Z216,T18,3,M,1,0
3814,MP,Z216,T18,3,M,2,0
3815,MP,Z216,T18,3,M,3,0
3816,MP,Z216,T18,3,M,4,0
3817,MP,Z216,T18,3,M,5,1
3818,MP,Z216,T18,3,M,6,0
3819,MP,Z216,T18,3,M,7,0
3820,MP,Z216,T18,3,M,8,0
3821,MP,Z216,T18,3,M,9,0
3822,MP,Z216,T18,3,M,10,0
3823,MP,Z216,T24,1,F,1,0
3824,MP,Z216,T24,1,F,2,0
3825,MP,Z216,T24,1,F,3,0
3826,MP,Z216,T24,1,F,4,0
3827,MP,Z216,T24,1,F,5,0
3828,MP,Z216,T24,1,F,6,0
3829,MP,Z216,T24,1,M,1,0
3830,MP,Z216,T24,1,M,2,0
3831,MP,Z216,T24,1,M,3,0
3832,MP,Z216,T24,1,M,4,0
3833,MP,Z216,T24,1,M,5,0
3834,MP,Z216,T24,1,M,6,0
3835,MP,Z216,T24,1,M,7,0
3836,MP,Z216,T24,1,M,8,0
3837,MP,Z216,T24,1,M,9,0
3838,MP,Z216,T24,1,M,10,0
3839,MP,Z216,T24,2,F,1,0
3840,MP,Z216,T24,2,F,2,0
3841,MP,Z216,T24,2,F,3,0
