,initials,line,condition,replicate,sex,individual,Mutant
1570,MP,E19,T24,1,M,3,0
1571,MP,E19,T24,1,M,4,0
1572,MP,E19,T24,1,M,5,0
1573,MP,E19,T24,2,F,1,0
1574,MP,E19,T24,2,F,2,0
1575,MP,E19,T24,2,F,3,0
1576,MP,E19,T24,2,M,1,0
1577,MP,E19,T24,2,M,2,0
1578,MP,E19,T24,2,M,3,1
1579,MP,E19,T24,2,M,4,0
1580,MP,E19,T24,2,M,5,0
1581,MP,E19,T24,2,M,6,1
1582,MP,E19,T24,3,F,1,0
1583,MP,E19,T24,3,F,2,1
1584,MP,E19,T24,3,F,3,0
1585,MP,E19,T24,3,F,4,0
1586,MP,E19,T24,3,F,5,0
1587,MP,E19,T24,3,M,1,0
1588,MP,E19,T24,3,M,2,0
1589,MP,E19,T24,3,M,3,0
1590,MP,E19,T28,2,F,1,1
1591,MP,E19,T28,2,F,2,0
1592,MP,E19,T28,2,F,3,1
1593,MP,E19,T28,2,F,4,0
1594,MP,E19,T28,2,F,5,0
1595,MP,E19,T28,2,F,6,0
1596,MP,E19,T28,2,M,1,0
1597,MP,E19,T28,2,M,2,0
1598,MP,E19,T28,2,M,3,0
1599,MP,E19,T28,2,M,4,0
1600,MP,E19,T28,2,M,5,0
1601,MP,E19,T28,2,M,6,0
1602,MP,E19,T28,3,F,1,0
1603,MP,E19,T28,3,F,2,0
1604,MP,E19,T28,3,F,3,0
1605,MP,E19,T28,3,F,4,1
1606,MP,E19,T28,3,F,5,1
1607,MP,E19,T28,3,F,6,1
1608,MP,E19,T28,3,M,1,0
1609,MP,E19,T28,3,M,2,0
1610,MP,E19,T28,3,M,3,0
1611,MP,E19,T28,3,M,4,0
1612,MP,E19,T28,3,M,5,0
1613,MP,E19,T28,3,M,6,0
1614,MP,E19,T28,3,M,7,1
1838,MP,E39,F15,1,F,1,0
1839,MP,E39,F15,2,F,1,0
1840,MP,E39,F15,2,F,2,0
1841,MP,E39,F15,2,F,3,0
1842,MP,E39,F15,2,M,1,0
1843,MP,E39,F15,2,M,2,0
1844,MP,E39,F15,2,M,3,0
1845,MP,E39,F15,3,F,1,0
1846,MP,E39,F15,3,F,2,0
1847,MP,E39,F15,4,M,1,0
1848,MP,E39,F15,4,M,2,0
1849,MP,E39,F15,5,M,1,0
1850,MP,E39,T18,1,F,1,1
1851,MP,E39,T18,1,F,2,1
1852,MP,E39,T18,1,F,3,0
1853,MP,E39,T18,1,M,1,1
1854,MP,E39,T18,1,M,2,0
1855,MP,E39,T18,1,M,3,0
1856,MP,E39,T18,1,M,4,0
1857,MP,E39,T18,1,M,5,0
1858,MP,E39,T18,1,M,6,0
1859,MP,E39,T18,1,M,7,0
1860,MP,E39,T18,1,M,8,1
1861,MP,E39,T18,2,F,1,0
1862,MP,E39,T18,2,F,2,0
1863,MP,E39,T18,2,F,3,1
1864,MP,E39,T18,2,F,4,0
1865,MP,E39,T18,2,F,5,0
1866,MP,E39,T18,2,F,6,1
1867,MP,E39,T18,2,F,7,1
1868,MP,E39,T18,2,F,8,0
1869,MP,E39,T18,2,F,9,0
1870,MP,E39,T18,2,M,1,0
1871,MP,E39,T18,2,M,2,1
1872,MP,E39,T18,2,M,3,1
1873,MP,E39,T18,2,M,4,0
1874,MP,E39,T18,2,M,5,0
1875,MP,E39,T18,2,M,6,0
1876,MP,E39,T18,2,M,7,0
1877,MP,E39,T18,2,M,8,1
1878,MP,E39,T18,2,M,9,0
1879,MP,E39,T24,1,F,1,0
1880,MP,E39,T24,1,F,2,0
1881,MP,E39,T24,1,F,3,0
1882,MP,E39,T24,1,F,4,1
1883,MP,E39,T24,1,F,5,1
1884,MP,E39,T24,1,F,6,1
1885,MP,E39,T24,1,F,7,0
1886,MP,E39,T24,1,F,8,1
1887,MP,E39,T24,1,M,1,0
1888,MP,E39,T24,1,M,2,0
1889,MP,E39,T24,1,M,3,0
1890,MP,E39,T24,1,M,4,1
1891,MP,E39,T24,1,M,5,0
1892,MP,E39,T24,1,M,6,0
1893,MP,E39,T24,1,M,7,0
1894,MP,E39,T24,1,M,8,0
1895,MP,E39,T24,1,M,9,0
1896,MP,E39,T24,2,F,1,1
1897,MP,E39,T24,2,F,2,0
1898,MP,E39,T24,2,F,3,1
1899,MP,E39,T24,2,F,4,1
1900,MP,E39,T24,2,F,5,1
1901,MP,E39,T24,2,F,6,0
1902,MP,E39,T24,2,F,7,1
1903,MP,E39,T24,2,F,8,1
1904,MP,E39,T24,2,F,9,1
1905,MP,E39,T24,2,F,10,1
1906,MP,E39,T24,2,M,1,0
1907,MP,E39,T24,2,M,2,0
1908,MP,E39,T24,2,M,3,0
1909,MP,E39,T24,2,M,4,1
1910,MP,E39,T24,2,M,5,1
1911,MP,E39,T24,2,M,6,0
1912,MP,E39,T24,2,M,7,0
1913,MP,E39,T24,2,M,8,0
1914,MP,E39,T24,2,M,9,0
1915,MP,E39,T24,3,M,1,0
1916,MP,E39,T24,3,M,2,0
1917,MP,E39,T24,3,M,3,0
1918,MP,E39,T24,3,M,4,0
1919,MP,E39,T24,3,M,5,1
1920,MP,E39,T24,3,M,6,1
1921,MP,E39,T24,3,M,7,0
1922,MP,E39,T24,3,M,8,0
1923,MP,E39,T28,1,F,1,0
1924,MP,E39,T28,1,F,2,1
1925,MP,E39,T28,1,F,3,1
1926,MP,E39,T28,1,F,4,0
1927,MP,E39,T28,1,F,5,1
1928,MP,E39,T28,1,F,6,0
1929,MP,E39,T28,1,M,1,0
1930,MP,E39,T28,1,M,2,0
1931,MP,E39,T28,1,M,3,0
1932,MP,E39,T28,1,M,4,0
1933,MP,E39,T28,2,F,1,1
1934,MP,E39,T28,2,F,2,0
1935,MP,E39,T28,2,F,3,1
1936,MP,E39,T28,2,F,4,1
1937,MP,E39,T28,2,F,5,0
1938,MP,E39,T28,2,F,6,0
1939,MP,E39,T28,2,M,1,0
1940,MP,E39,T28,2,M,2,0
1941,MP,E39,T28,2,M,3,0
1942,MP,E39,T28,2,M,4,0
1943,MP,E39,T28,2,M,5,0
1944,MP,E39,T28,2,M,6,0
1945,MP,E39,T28,2,M,7,0
1946,MP,E39,T28,2,M,8,0
1947,MP,E39,T28,2,M,9,0
1948,MP,E39,T28,2,M,10,0
1949,MP,E39,T28,3,F,1,0
1950,MP,E39,T28,3,F,2,1
1951,MP,E39,T28,3,F,3,1
1952,MP,E39,T28,3,F,4,0
1953,MP,E39,T28,3,F,5,0
1954,MP,E39,T28,3,F,6,1
1955,MP,E39,T28,3,F,7,0
1956,MP,E39,T28,3,F,8,0
1957,MP,E39,T28,3,F,9,1
1958,MP,E39,T28,3,F,10,0
1959,MP,E39,T28,3,F,11,0
1960,MP,E39,T28,3,F,12,1
1961,MP,E39,T28,3,M,1,1
1962,MP,E39,T28,3,M,2,0
1963,MP,E39,T28,3,M,3,0
1964,MP,E39,T28,3,M,4,0
1965,MP,E39,T28,3,M,5,0
1966,MP,E39,T28,3,M,6,1
1967,MP,E39,T28,3,M,7,1
1968,MP,E39,T28,3,M,8,1
1969,MP,E39,T28,3,M,9,0
1970,MP,E39,T28,3,M,10,0
1971,MP,E39,T28,3,M,11,0
1972,MP,E39,T28,3,M,12,0
1973,MP,E54,T18,1,F,1,0
1974,MP,E54,T18,1,F,2,0
1975,MP,E54,T18,1,F,3,0
1976,MP,E54,T18,1,F,4,0
1977,MP,E54,T18,1,F,5,0
1978,MP,E54,T18,1,F,6,0
1979,MP,E54,T18,1,F,7,1
1980,MP,E54,T18,1,F,8,0
1981,MP,E54,T18,1,F,9,0
1982,MP,E54,T18,1,F,10,0
1983,MP,E54,T18,1,F,11,0
1984,MP,E54,T18,1,F,12,0
1985,MP,E54,T18,1,F,13,0
1986,MP,E54,T18,1,F,14,0
1987,MP,E54,T18,1,F,15,1
1988,MP,E54,T18,1,F,16,0
1989,MP,E54,T18,1,M,1,0
1990,MP,E54,T18,1,M,2,1
1991,MP,E54,T18,1,M,3,0
1992,MP,E54,T18,1,M,4,0
1993,MP,E54,T18,1,M,5,0
1994,MP,E54,T18,1,M,6,0
1995,MP,E54,T18,1,M,7,0
1996,MP,E54,T18,1,M,8,1
1997,MP,E54,T18,1,M,9,0
1998,MP,E54,T18,2,F,1,0
1999,MP,E54,T18,2,F,2,0
2000,MP,E54,T18,2,F,3,0
2001,MP,E54,T18,2,F,4,0
2002,MP,E54,T18,2,F,5,0
2003,MP,E54,T18,2,F,6,0
2004,MP,E54,T18,2,F,7,0
2005,MP,E54,T18,2,F,8,0
2006,MP,E54,T18,2,F,9,0
2007,MP,E54,T18,2,F,10,0
2008,MP,E54,T18,2,M,1,0
2009,MP,E54,T18,2,M,2,0
2010,MP,E54,T18,2,M,3,0
2011,MP,E54,T18,2,M,4,0
2012,MP,E54,T18,2,M,5,0
2013,MP,E54,T18,2,M,6,0
2014,MP,E54,T18,2,M,7,0
2015,MP,E54,T18,2,M,8,0
2016,MP,E54,T18,2,M,9,0
2017,MP,E54,T18,2,M,10,0
2018,MP,E54,T24,1,F,1,0
2019,MP,E54,T24,1,F,2,0
2020,MP,E54,T24,1,F,3,0
2021,MP,E54,T24,1,F,4,0
2022,MP,E54,T24,1,F,5,0
2023,MP,E54,T24,1,M,1,0
2024,MP,E54,T24,1,M,2,0
2025,MP,E54,T24,1,M,3,0
2026,MP,E54,T24,1,M,4,0
2027,MP,E54,T24,1,M,5,0
2028,MP,E54,T24,1,M,6,0
2029,MP,E54,T24,1,M,7,0
2030,MP,E54,T24,1,M,8,0
2031,MP,E54,T24,1,M,9,0
2032,MP,E59,F15,1,M,1,0
2033,MP,E59,F15,1,M,2,0
2034,MP,E59,F15,2,M,1,0
2035,MP,E59,F15,3,F,1,0
2036,MP,E59,F15,3,F,2,0
2037,MP,E59,F15,3,F,3,1
2038,MP,E59,F15,3,M,1,0
2039,MP,E59,F15,3,M,2,0
2040,MP,E59,F15,3,M,3,1
2041,MP,E59,F15,3,M,4,0
2042,MP,E59,F15,3,M,5,0
2043,MP,E59,F15,3,M,6,0
2044,MP,E59,F15,4,F,1,0
2045,MP,E59,F15,4,M,1,0
2046,MP,E59,F15,4,M,2,0
2047,MP,E59,F15,5,M,1,0
2048,MP,E59,F15,6,F,1,0
2049,MP,E59,T18,1,F,1,0
2050,MP,E59,T18,1,F,2,0
2051,MP,E59,T18,1,F,3,0
2052,MP,E59,T18,1,F,4,0
2053,MP,E59,T18,1,F,5,0
2054,MP,E59,T18,1,F,6,0
2055,MP,E59,T18,1,F,7,0
2056,MP,E59,T18,1,F,8,0
2057,MP,E59,T18,1,M,1,0
2058,MP,E59,T18,1,M,2,0
2059,MP,E59,T18,1,M,3,0
2060,MP,E59,T18,1,M,4,0
2061,MP,E59,T18,1,M,5,0
2062,MP,E59,T18,1,M,6,0
2063,MP,E59,T18,1,M,7,0
2064,MP,E59,T18,1,M,8,0
2065,MP,E59,T18,2,F,1,1
2066,MP,E59,T18,2,F,2,0
2067,MP,E59,T18,2,F,3,0
2068,MP,E59,T18,2,F,4,0
2069,MP,E59,T18,2,F,5,0
2070,MP,E59,T18,2,M,1,0
2071,MP,E59,T18,2,M,2,0
2072,MP,E59,T18,2,M,3,0
2073,MP,E59,T18,2,M,4,0
2074,MP,E59,T18,2,M,5,0
2075,MP,E59,T24,1,F,1,1
2076,MP,E59,T24,1,F,2,1
2077,MP,E59,T24,1,F,3,1
2078,MP,E59,T24,1,F,4,1
2079,MP,E59,T24,1,F,5,1
2080,MP,E59,T24,1,F,6,1
2081,MP,E59,T24,1,F,7,1
2082,MP,E59,T24,1,M,1,0
2083,MP,E59,T24,1,M,2,0
2084,MP,E59,T24,1,M,3,0
2085,MP,E59,T24,1,M,4,0
2086,MP,E59,T24,1,M,5,0
2087,MP,E59,T24,1,M,6,0
2088,MP,E59,T24,1,M,7,0
2089,MP,E59,T24,2,F,1,1
2090,MP,E59,T24,2,F,2,1
2091,MP,E59,T24,2,F,3,1
2092,MP,E59,T24,2,F,4,0
2093,MP,E59,T24,2,F,5,0
2094,MP,E59,T24,2,M,1,0
2095,MP,E59,T24,2,M,2,1
2096,MP,E59,T24,2,M,3,0
2097,MP,E59,T24,2,M,4,0
2098,MP,E59,T24,2,M,5,0
2099,MP,E59,T24,3,F,1,0
2100,MP,E59,T24,3,F,2,0
2101,MP,E59,T24,3,F,3,0
2102,MP,E59,T24,3,F,4,1
2103,MP,E59,T24,3,F,5,0
2104,MP,E59,T24,3,F,6,0
2105,MP,E59,T24,3,M,1,1
2106,MP,E59,T24,3,M,2,0
2107,MP,E59,T24,3,M,3,0
2108,MP,E59,T28,1,F,1,0
2109,MP,E59,T28,1,F,2,0
2110,MP,E59,T28,1,F,3,0
2111,MP,E59,T28,1,M,1,0
2112,MP,E59,T28,1,M,2,0
2113,MP,E59,T28,1,M,3,0
2114,MP,E59,T28,2,F,1,0
2115,MP,E59,T28,2,F,2,1
2116,MP,E59,T28,2,F,3,0
2117,MP,E59,T28,2,F,4,1
2118,MP,E59,T28,2,F,5,0
2119,MP,E59,T28,3,F,1,0
2120,MP,E59,T28,3,F,2,1
2121,MP,E59,T28,3,F,3,1
2122,MP,E59,T28,3,M,1,0
2123,MP,E65,F15,1,M,1,0
2124,MP,E65,F15,2,F,1,0
2125,MP,E65,F15,2,M,1,0
2126,MP,E65,F15,2,M,2,0
2127,MP,E65,F15,3,M,1,0
2128,MP,E65,T18,1,F,1,0
2129,MP,E65,T18,1,F,2,1
2130,MP,E65,T18,1,F,3,1
2131,MP,E65,T18,1,F,4,0
2132,MP,E65,T18,1,F,5,1
2133,MP,E65,T18,1,F,6,0
2134,MP,E65,T18,1,F,7,0
2135,MP,E65,T18,1,F,8,0
2136,MP,E65,T18,1,F,9,1
2137,MP,E65,T18,1,M,1,0
2138,MP,E65,T18,1,M,2,0
2139,MP,E65,T18,1,M,3,0
2140,MP,E65,T18,1,M,4,0
2141,MP,E65,T18,1,M,5,0
2142,MP,E65,T18,1,M,6,0
2143,MP,E65,T18,1,M,7,0
2144,MP,E65,T18,1,M,8,0
2145,MP,E65,T18,1,M,9,0
2146,MP,E65,T18,1,M,10,0
2147,MP,E65,T18,1,M,11,0
2148,MP,E65,T18,2,F,1,0
2149,MP,E65,T18,2,F,2,0
2150,MP,E65,T18,2,F,3,1
2151,MP,E65,T18,2,M,1,0
2152,MP,E65,T18,2,M,2,0
2153,MP,E65,T18,2,M,3,0
2154,MP,E65,T18,3,F,1,1
2155,MP,E65,T18,3,F,2,0
2156,MP,E65,T18,3,F,3,0
2157,MP,E65,T18,3,F,4,0
2158,MP,E65,T18,3,F,5,0
2159,MP,E65,T18,3,F,6,0
2160,MP,E65,T18,3,M,1,0
2161,MP,E65,T18,3,M,2,0
2162,MP,E65,T24,1,F,1,0
2163,MP,E65,T24,1,F,2,0
2164,MP,E65,T24,1,F,3,0
2165,MP,E65,T24,1,F,4,0
2166,MP,E65,T24,1,F,5,1
2167,MP,E65,T24,1,F,6,0
2168,MP,E65,T24,1,F,7,0
2169,MP,E65,T24,1,M,1,0
2170,MP,E65,T24,1,M,2,0
2171,MP,E65,T24,1,M,3,0
2172,MP,E65,T24,1,M,4,0
2173,MP,E65,T24,1,M,5,0
2174,MP,E65,T24,1,M,6,0
2175,MP,E65,T24,2,F,1,1
2176,MP,E65,T24,2,F,2,0
2177,MP,E65,T24,2,F,3,0
2178,MP,E65,T24,2,F,4,0
2179,MP,E65,T24,2,F,5,1
2180,MP,E65,T24,2,F,6,0
2181,MP,E65,T24,2,F,7,1
2182,MP,E65,T24,2,F,8,0
2183,MP,E65,T24,2,F,9,1
2184,MP,E65,T24,2,F,10,0
2185,MP,E65,T24,2,F,11,0
2186,MP,E65,T24,2,F,12,1
2187,MP,E65,T24,2,F,13,0
2188,MP,E65,T24,2,M,1,0
2189,MP,E65,T24,2,M,2,0
2190,MP,E65,T24,2,M,3,0
2191,MP,E65,T24,2,M,4,0
2192,MP,E65,T24,2,M,5,0
2193,MP,E65,T24,2,M,6,0
2194,MP,E65,T24,3,F,1,0
2195,MP,E65,T24,3,F,2,0
2196,MP,E65,T24,3,F,3,1
2197,MP,E65,T24,3,F,4,0
2198,MP,E65,T24,3,F,5,1
2199,MP,E65,T24,3,F,6,0
2200,MP,E65,T24,3,M,1,0
2201,MP,E65,T24,3,M,2,0
2202,MP,E65,T24,3,M,3,0
2203,MP,E65,T24,3,M,4,0
2204,MP,E65,T24,3,M,5,0
2205,MP,E65,T24,3,M,6,0
2206,MP,E65,T28,1,F,1,1
2207,MP,E65,T28,1,F,2,1
2208,MP,E65,T28,1,F,3,0
2209,MP,E65,T28,1,F,4,1
2210,MP,E65,T28,1,M,1,0
2211,MP,E65,T28,1,M,2,0
2212,MP,E65,T28,1,M,3,0
2213,MP,E65,T28,1,M,4,0
2214,MP,E65,T28,1,M,5,0
2215,MP,E65,T28,2,F,1,1
2216,MP,E65,T28,2,F,2,0
2217,MP,E65,T28,2,F,3,1
2218,MP,E65,T28,2,M,1,1
2219,MP,E73,F15,2,F,1,1
2220,MP,E73,F15,2,M,1,0
2221,MP,E73,F15,2,M,2,0
2222,MP,E73,F15,2,M,3,0
2223,MP,E73,F15,3,F,1,0
2224,MP,E73,F15,3,F,2,0
2225,MP,E73,F15,3,F,3,0
2226,MP,E73,F15,3,M,1,1
2227,MP,E73,F15,3,M,2,0
2228,MP,E73,F15,3,M,3,0
2229,MP,E73,F15,3,M,4,0
2230,MP,E73,F15,4,F,1,0
2231,MP,E73,F15,4,F,2,0
2232,MP,E73,F15,4,F,3,0
2233,MP,E73,F15,4,M,1,0
2234,MP,E73,F15,5,M,1,0
2235,MP,E73,F15,5,M,2,0
2236,MP,E73,F15,5,M,3,0
2237,MP,E73,F15,6,M,1,0
2238,MP,E73,T18,1,F,1,1
2239,MP,E73,T18,1,F,2,1
2240,MP,E73,T18,1,F,3,1
2241,MP,E73,T18,1,F,4,1
2242,MP,E73,T18,1,F,5,0
2243,MP,E73,T18,1,F,6,1
2244,MP,E73,T18,1,F,7,0
2245,MP,E73,T18,1,F,8,0
2246,MP,E73,T18,1,F,9,1
2247,MP,E73,T18,1,F,10,1
2248,MP,E73,T18,1,F,11,1
2249,MP,E73,T18,1,F,12,0
2250,MP,E73,T18,1,F,13,0
2251,MP,E73,T18,1,F,14,0
2252,MP,E73,T18,1,F,15,0
2253,MP,E73,T18,1,F,16,1
2254,MP,E73,T18,1,F,17,1
2255,MP,E73,T18,1,F,18,1
2256,MP,E73,T18,1,F,19,1
2257,MP,E73,T18,1,F,20,0
2258,MP,E73,T18,1,M,1,0
2259,MP,E73,T18,1,M,2,0
2260,MP,E73,T18,1,M,3,0
2261,MP,E73,T18,1,M,4,0
2262,MP,E73,T18,1,M,5,1
2263,MP,E73,T18,1,M,6,0
2264,MP,E73,T18,1,M,7,0
2265,MP,E73,T18,1,M,8,0
2266,MP,E73,T18,1,M,9,0
2267,MP,E73,T18,2,F,1,0
2268,MP,E73,T18,2,F,2,0
2269,MP,E73,T18,2,F,3,1
2270,MP,E73,T18,2,F,4,0
2271,MP,E73,T18,2,F,5,0
2272,MP,E73,T18,2,F,6,0
2273,MP,E73,T18,2,M,1,0
2274,MP,E73,T18,2,M,2,0
2275,MP,E73,T18,2,M,3,0
2276,MP,E73,T18,2,M,4,0
2277,MP,E73,T18,2,M,5,0
2278,MP,E73,T18,3,F,1,0
2279,MP,E73,T18,3,F,2,0
2280,MP,E73,T18,3,F,3,0
2281,MP,E73,T18,3,F,4,0
2282,MP,E73,T18,3,F,5,0
2283,MP,E73,T18,3,F,6,0
2284,MP,E73,T18,3,F,7,0
2285,MP,E73,T18,3,F,8,0
2286,MP,E73,T18,3,F,9,0
2287,MP,E73,T18,3,F,10,0
2288,MP,E73,T18,3,F,11,0
2289,MP,E73,T18,3,F,12,0
2290,MP,E73,T18,3,M,1,0
2291,MP,E73,T18,3,M,2,0
2292,MP,E73,T18,3,M,3,0
2293,MP,E73,T18,3,M,4,0
2294,MP,E73,T18,3,M,5,0
2295,MP,E73,T18,3,M,6,0
2296,MP,E73,T18,3,M,7,0
2297,MP,E73,T18,3,M,8,0
2298,MP,E73,T18,3,M,9,0
2299,MP,E73,T18,3,M,10,0
2300,MP,E73,T18,3,M,11,0
2301,MP,E73,T24,1,F,1,0
2302,MP,E73,T24,1,F,2,0
2303,MP,E73,T24,1,F,3,0
2304,MP,E73,T24,1,F,4,0
2305,MP,E73,T24,1,F,5,0
2306,MP,E73,T24,1,F,6,0
2307,MP,E73,T24,1,F,7,0
2308,MP,E73,T24,1,F,8,0
2309,MP,E73,T24,1,F,9,0
2310,MP,E73,T24,1,F,10,0
2311,MP,E73,T24,1,M,1,1
2312,MP,E73,T24,1,M,2,0
2313,MP,E73,T24,1,M,3,0
2314,MP,E73,T24,1,M,4,0
2315,MP,E73,T24,1,M,5,0
2316,MP,E73,T24,1,M,6,0
2317,MP,E73,T24,1,M,7,0
2318,MP,E73,T24,1,M,8,0
2319,MP,E73,T24,2,F,1,1
2320,MP,E73,T24,2,F,2,1
2321,MP,E73,T24,2,F,3,0
2322,MP,E73,T24,2,F,4,1
2323,MP,E73,T24,2,F,5,0
2324,MP,E73,T24,2,F,6,0
2325,MP,E73,T24,2,F,7,0
2326,MP,E73,T24,2,F,8,0
2327,MP,E73,T24,2,F,9,0
2328,MP,E73,T24,2,F,10,0
2329,MP,E73,T24,2,F,11,0
2330,MP,E73,T24,2,M,1,0
2331,MP,E73,T24,2,M,2,0
2332,MP,E73,T24,2,M,3,0
2333,MP,E73,T24,2,M,4,0
2334,MP,E73,T24,2,M,5,0
2335,MP,E73,T24,2,M,6,1
2336,MP,E73,T24,2,M,7,0
2337,MP,E73,T24,2,M,8,1
2338,MP,E73,T24,2,M,9,0
2339,MP,E73,T24,2,M,10,0
2340,MP,E73,T24,2,M,11,0
2341,MP,E73,T24,2,M,12,1
2342,MP,E73,T24,2,M,13,1
2343,MP,E73,T24,3,F,1,0
2344,MP,E73,T24,3,F,2,0
2345,MP,E73,T24,3,F,3,1
2346,MP,E73,T24,3,F,4,0
2347,MP,E73,T24,3,F,5,0
2348,MP,E73,T24,3,F,6,0
2349,MP,E73,T24,3,M,1,0
2350,MP,E73,T24,3,M,2,1
2351,MP,E73,T24,3,M,3,0
2352,MP,E73,T24,3,M,4,0
2353,MP,E73,T24,3,M,5,0
2354,MP,E73,T24,3,M,6,0
2355,MP,E73,T28,1,F,1,0
2356,MP,E73,T28,1,F,2,0
2357,MP,E73,T28,1,F,3,0
2358,MP,E73,T28,1,F,4,0
2359,MP,E73,T28,1,F,5,0
2360,MP,E73,T28,1,F,6,0
2361,MP,E73,T28,1,F,7,0
2362,MP,E73,T28,1,F,8,0
2363,MP,E73,T28,1,M,1,0
2364,MP,E73,T28,1,M,2,0
2365,MP,E73,T28,1,M,3,0
2366,MP,E73,T28,1,M,4,0
2367,MP,E73,T28,1,M,5,0
2368,MP,E73,T28,1,M,6,0
2369,MP,E73,T28,2,F,1,0
2370,MP,E73,T28,2,F,2,0
2371,MP,E73,T28,2,M,1,0
2372,MP,E73,T28,3,F,1,0
2373,MP,E73,T28,3,F,2,0
2374,MP,E73,T28,3,F,3,0
2375,MP,E73,T28,3,M,1,0
2376,MP,E73,T28,3,M,2,0
2377,MP,E119,T18,2,F,1,0
2378,MP,E119,T18,2,F,2,0
2379,MP,E119,T18,2,F,3,0
2380,MP,E119,T18,2,F,4,0
2381,MP,E119,T18,2,F,5,0
2382,MP,E119,T18,2,F,6,0
2383,MP,E119,T18,2,F,7,0
2384,MP,E119,T18,2,F,8,0
2385,MP,E119,T18,2,F,9,0
2386,MP,E119,T18,2,F,10,1
2387,MP,E119,T18,2,M,1,0
2388,MP,E119,T18,2,M,2,0
2389,MP,E119,T18,2,M,3,0
2390,MP,E119,T18,2,M,4,0
2391,MP,E119,T18,3,F,1,0
2392,MP,E119,T18,3,F,2,0
2393,MP,E119,T18,3,F,3,0
2394,MP,E119,T18,3,F,4,0
2395,MP,E119,T18,3,F,5,0
2396,MP,E119,T18,3,F,6,0
2397,MP,E119,T18,3,F,7,0
2398,MP,E119,T18,3,F,8,0
2399,MP,E119,T18,3,F,9,0
2400,MP,E119,T18,3,F,10,0
2401,MP,E119,T18,3,M,1,0
2402,MP,E119,T18,3,M,2,0
2403,MP,E119,T18,3,M,3,0
2404,MP,E119,T18,3,M,4,0
2405,MP,E119,T18,3,M,5,0
2406,MP,E119,T18,3,M,6,0
2407,MP,E119,T18,3,M,7,0
2408,MP,E119,T18,3,M,8,0
2409,MP,E119,T18,3,M,9,0
2410,MP,E119,T18,3,M,10,0
2411,MP,E119,T18,3,M,11,0
2412,MP,E119,T18,3,M,12,0
2413,MP,E119,T24,1,F,1,0
2414,MP,E119,T24,1,F,2,0
2415,MP,E119,T24,1,F,3,0
2416,MP,E119,T24,1,F,4,0
2417,MP,E119,T24,1,M,1,0
2418,MP,E119,T24,2,F,1,1
2419,MP,E119,T24,2,F,2,0
2420,MP,E119,T24,2,F,3,0
2421,MP,E119,T24,2,F,4,0
2422,MP,E119,T24,2,F,5,0
2423,MP,E119,T24,2,F,6,0
2424,MP,E119,T24,2,F,7,0
2425,MP,E119,T24,2,F,8,0
2426,MP,E119,T24,2,F,9,0
2427,MP,E119,T24,2,F,10,0
2428,MP,E119,T24,2,F,11,0
2429,MP,E119,T24,2,F,12,0
2430,MP,E119,T24,2,M,1,0
2431,MP,E119,T24,2,M,2,0
2432,MP,E119,T24,2,M,3,0
2433,MP,E119,T24,2,M,4,0
2434,MP,E119,T24,2,M,5,0
2435,MP,E119,T24,2,M,6,0
2436,MP,E119,T24,2,M,7,0
2437,MP,E119,T24,2,M,8,0
2438,MP,E119,T24,2,M,9,0
2439,MP,E119,T24,2,M,10,0
2440,MP,E119,T24,2,M,11,0
2441,MP,E119,T24,3,F,1,0
2442,MP,E119,T24,3,F,2,0
2443,MP,E119,T24,3,F,3,0
2444,MP,E119,T24,3,F,4,0
2445,MP,E119,T24,3,F,5,0
2446,MP,E119,T24,3,F,6,0
2447,MP,E119,T24,3,F,7,0
2448,MP,E119,T24,3,F,8,0
2449,MP,E119,T24,3,F,9,0
2450,MP,E119,T24,3,F,10,0
2451,MP,E119,T24,3,F,11,0
2452,MP,E119,T24,3,F,12,0
2453,MP,E119,T24,3,F,13,0
2454,MP,E119,T24,3,F,14,0
2455,MP,E119,T24,3,F,15,0
2456,MP,E119,T24,3,M,1,0
2457,MP,E119,T24,3,M,2,0
2458,MP,E119,T24,3,M,3,0
2459,MP,E119,T24,3,M,4,0
2460,MP,E119,T24,3,M,5,0
2461,MP,E119,T24,3,M,6,0
2462,MP,E119,T24,3,M,7,0
2463,MP,E119,T24,3,M,8,0
2464,MP,E119,T28,1,F,1,1
2465,MP,E119,T28,2,F,1,0
2466,MP,E119,T28,2,F,2,0
2467,MP,E119,T28,2,F,3,0
2468,MP,E119,T28,2,F,4,1
2469,MP,E119,T28,2,F,5,0
2470,MP,E119,T28,2,F,6,0
2471,MP,E119,T28,2,M,1,0
2472,MP,E119,T28,2,M,2,1
2473,MP,E119,T28,2,M,3,0
2474,MP,E119,T28,2,M,4,0
2475,MP,E119,T28,2,M,5,1
2476,MP,E119,T28,2,M,6,0
2477,MP,E119,T28,2,M,7,0
2478,MP,E119,T28,2,M,8,1
2479,MP,E119,T28,3,F,1,0
2480,MP,E119,T28,3,F,2,0
2481,MP,E119,T28,3,F,3,0
2482,MP,E119,T28,3,F,4,0
2483,MP,E16,F15,1,F,1,1
2484,MP,E16,F15,1,F,2,0
2485,MP,E16,F15,1,F,3,0
2486,MP,E16,F15,1,F,4,0
2487,MP,E16,F15,1,M,1,0
2488,MP,E16,F15,1,M,2,0
2489,MP,E16,F15,1,M,3,0
2490,MP,E16,F15,1,M,4,0
